user_id	track_id	track_name	artist_id	artist_name	playcount
user_000005	96779df5-15dc-4fa2-9496-7c9878786a5c	All I Need	cb67438a-7f50-4f2b-a6f1-2bb2729fd538	Air	221
user_000005	1722af9b-cc0c-4dde-b6c8-edb10a35e4bd	In My Arms	a066b730-3809-4b39-a091-2297d40b51db	Mylo	207
user_000005	9110db5e-a1c8-44f9-b57f-deb9705bc3af	The World Is Mine (Album Version)	302bd7b9-d012-4360-897a-93b00c855680	David Guetta	191
user_000005	86428c5b-21b4-4cf8-8fa2-e1ea3a74ce5e	What Else Is There	1c70a3fc-fa3c-4be1-8b55-c3192db8a884	Röyksopp	147
user_000005	579dac4e-abc2-4ffb-b85a-4c22f4f7ac47	You Make It Easy	cb67438a-7f50-4f2b-a6f1-2bb2729fd538	Air	146
user_000005	f6a2b3e0-5df0-45d0-a34d-603336c55b54	Tracking Treasure Down	7fedce48-0f20-442d-80fe-324c61339fc3	Gabriel & Dresden	137
user_000005	75a79609-a78c-496b-a420-f51342407817	Toop Toop	256160e8-37fd-4f8c-a3ef-530ebbaa4b3d	Cassius	137
user_000005	09cb1175-4f16-4e0e-b389-4b1b37d9118f	Run	cb67438a-7f50-4f2b-a6f1-2bb2729fd538	Air	134
user_000005	8a1adef3-8270-444f-9e59-17ef82a1647d	Dance I Said (Soulcast Remix)	ce4677c1-13e4-450c-9022-161f0438c80e	Erick Morillo & P. Diddy	134
user_000005	e9ba89bd-ab94-465a-8c6f-9d37b4b5d2cd	Heartbeats	cd8c5019-5d75-4d5c-bc28-e1e26a7dd5c8	José González	128
user_000005	f3fb6ec6-46b2-412d-9ab3-956c1a5cf89f	Kelly Watch The Stars	cb67438a-7f50-4f2b-a6f1-2bb2729fd538	Air	124
user_000005	8069f55f-6a4c-405b-89b9-83c21b71189e	The Sound Of Violence	256160e8-37fd-4f8c-a3ef-530ebbaa4b3d	Cassius	121
user_000005	9dc94a9d-67f8-4fa7-921b-1dccb2d18b80	No More Conversations	c0bbc0ad-9fee-42fe-9419-89a72881afde	Freeform Five	120
user_000005	1f21c40d-6e29-4c67-a5c9-fa50aa59b3e7	Remember	cb67438a-7f50-4f2b-a6f1-2bb2729fd538	Air	116
user_000005	864c7424-c9ab-481e-a9c0-ad986e646c67	La Femme D'Argent	cb67438a-7f50-4f2b-a6f1-2bb2729fd538	Air	116
user_000005	8967ca1e-3e0c-4e41-81f6-08757fae829d	Talisman	cb67438a-7f50-4f2b-a6f1-2bb2729fd538	Air	114
user_000005	9818875b-a98e-4e82-bd4a-83c0594f333b	Playground Love	cb67438a-7f50-4f2b-a6f1-2bb2729fd538	Air	110
user_000005	63d8081c-740a-4d20-a1f1-1f907d58ecdf	Mike Mills	cb67438a-7f50-4f2b-a6f1-2bb2729fd538	Air	110
user_000005	41eae3be-85be-4176-b6d4-f8d13215254e	A Star Is Born	60752459-01cb-48ed-9ac4-09d8e2b6aa37	Chocolate Puma	106
user_000005	90428bbb-be79-4f71-a2f3-e43b7f529084	Alpha Beta Gaga	cb67438a-7f50-4f2b-a6f1-2bb2729fd538	Air	104
user_000005	bb7dcc7a-0b4e-413f-89a3-c3e4ba2d7ff3	We Are All Made Of Stars	8970d868-0723-483b-a75b-51088913d3d4	Moby	102
user_000005	6895a632-315e-420b-a95f-961554c4e7cf	Just A Little More Love (Elektro Edit)	302bd7b9-d012-4360-897a-93b00c855680	David Guetta	95
user_000005	738920d3-c6e6-41c7-b504-57761bb625fd	Sexy Boy	cb67438a-7f50-4f2b-a6f1-2bb2729fd538	Air	95
user_000005	a54de956-3d99-4a91-be34-96a75a8b64b3	Get Together	79239441-bfd5-4981-a70c-55c3f15c1287	Madonna	94
user_000005	4fb05a9e-4317-4312-9fbf-42026de706b5	Always And Forever	60752459-01cb-48ed-9ac4-09d8e2b6aa37	Chocolate Puma	91
user_000005	71d028b7-7efa-433a-9c7f-c3a168919ea8	Paris Four Hundred	a066b730-3809-4b39-a091-2297d40b51db	Mylo	91
user_000005	c7858e32-c23a-44de-aa82-4fa8672cb8f2	Always And Forever (Till West And Dj Delicious Remix)	60752459-01cb-48ed-9ac4-09d8e2b6aa37	Chocolate Puma	90
user_000005	b3674581-30c9-4954-8002-e13c6f7416b1	Thrill Me	e96ab876-83bc-4f5d-98da-91dc8589acbc	Junior Jack	84
user_000005	702f5e21-c59b-4ea1-9a8b-c2140e8d7a95	Muscle Cars	a066b730-3809-4b39-a091-2297d40b51db	Mylo	83
user_000005	f703d7dd-ba12-48dc-a54b-cb0d71a3910e	Venus	cb67438a-7f50-4f2b-a6f1-2bb2729fd538	Air	83
user_000005	ad7eba21-e6e7-40ce-9a35-cd066cfe92db	Walking Away (Tocadisco Remix)	6fe91ae9-8ddb-47b0-a2d7-252833ce5500	The Egg	83
user_000005	3e6d15da-59ca-4ac2-a8c8-54a6cdf388d4	Lift Me Up	8970d868-0723-483b-a75b-51088913d3d4	Moby	81
user_000005	39089be8-7ad6-4baf-812d-bc1cc3d8f80f	Love Don'T Let Me Go (House Remix)	302bd7b9-d012-4360-897a-93b00c855680	David Guetta	80
user_000005	a5113759-23e2-4c1b-9603-8caa4e1cac3a	Distortion	302bd7b9-d012-4360-897a-93b00c855680	David Guetta	80
user_000005	443973f0-57be-491b-8746-e8da4b24adaf	Heart Beats	06db73fd-57e2-4a6f-bcd3-699fb7bb7af4	Martin Solveig	79
user_000005	a5be59c7-939d-4165-a9b2-3ccf20159ce9	I Wanna Be You	60752459-01cb-48ed-9ac4-09d8e2b6aa37	Chocolate Puma	79
user_000005	1e3668b5-3053-40f7-8bda-0ba987b37cbe	Porcelain	8970d868-0723-483b-a75b-51088913d3d4	Moby	78
user_000005	7d5f70ba-504d-4dba-81d8-320d458d461d	Sometimes	0d8303d1-6653-43f1-a0ef-2fcd3835529f	Deux	76
user_000005	a6f039df-62ca-4e81-a41c-bb1b2a207e59	Body Language	664a8867-2e24-4d05-9bae-de5f7b16f17b	M.A.N.D.Y. Vs. Booka Shade	76
user_000005	9255cb10-65aa-4672-875d-229d85b7c22b	Keep On Running (Sterac Electronics Remix)	480c8278-9245-45fc-8add-cfd521ba88e4	Sweet Coffee	75
user_000005	b1cfa88d-7678-4936-9db9-a1d97aba225f	Sorry (Man With Guitar Mix)	79239441-bfd5-4981-a70c-55c3f15c1287	Madonna	75
user_000005	833769db-6c5b-4a08-82ff-4fb0ab6ab1dc	Cherry Blossom Girl	cb67438a-7f50-4f2b-a6f1-2bb2729fd538	Air	74
user_000005	d1e26783-2143-428b-b772-9df3f8fd464d	Dice	d4692ccc-92bf-4909-9224-fb3d4c12bc24	Finley Quaye & William Orbit	74
user_000005	a5d5e5df-83c6-4f71-9bdf-a7e409ab4e0c	Sunshine	a1b4189d-652c-4ca3-9b87-e10c6402e664	Tomaz Vs. Filterheadz	74
user_000005	e8f15a81-0bca-4e26-8a25-c70f627e4410	I Wish U Would	5fd0fb7f-542c-4c4b-bbd9-d1fa74a9a083	Martijn Ten Velden	74
user_000005	e0c1f9c9-ea36-40ea-b7fa-45f957301c56	Rocker (Dub Mix)	8a246333-858f-4d89-bd07-b759e7d060e9	Alter Ego	72
user_000005	d697e790-4493-4070-9b05-168c6d2eb91a	Brother Louie	98913495-8867-43b3-aa8d-db88ee4d4cdc	Modern Talking	72
user_000005	934da324-a9df-4364-abf6-3e6d552c6836	Dancing In The Dark	9781e8b3-84c8-4a4a-8006-9e8dffb0271e	4Tune 500	72
user_000005	66772f7b-4fde-44ef-af80-235112bdf136	From Disco To Disco	31610cea-5863-4439-9dad-b2826624107d	Whirlpool Productions	71
user_000005	64e628b5-6a26-4fe8-8d0e-d8103ee14e20	If You Give Me Love	ed13185d-a540-4ab4-ab04-0033c1e0d1b0	Crydajam	71
user_000005	407fbf24-5824-455b-be2a-1e8b52ae7167	Shake It (No Te Muevas Tanto)	1c20e0a2-9bca-4dce-9ebd-87362b9409da	Lee-Cabrera	69
user_000005	57b6b04a-c8c8-4521-aa88-07b9396ae1e0	Ghetto Blaster	0b7ae645-e585-448c-8dbe-23af59b0977a	Twin Pitch	69
user_000005	456147d7-c7b4-4d6c-9ab5-a0487db280b9	Feeling For You	256160e8-37fd-4f8c-a3ef-530ebbaa4b3d	Cassius	69
user_000005	216091b4-21e5-4bd2-91a3-22a110d2795a	Eple	1c70a3fc-fa3c-4be1-8b55-c3192db8a884	Röyksopp	68
user_000005	3c1611a6-9ea6-410b-b013-711c6e8d3c1a	I Thought That (Dj Prom Mix)	e77341ad-c430-48c0-8f4f-6e27fc17dbe6	The Migrants By Play Paul	67
user_000005	80009318-960e-495b-a8c4-9810643b2824	Let Go	7fedce48-0f20-442d-80fe-324c61339fc3	Gabriel & Dresden	67
user_000005	ab8d4dec-ea98-4d84-b78a-9bd54850bec0	Fuckin Track	cd63cb9a-c5ac-42e6-9848-64a2e3a69fee	Da Fresh	67
