user_id	track_id	track_name	artist_id	artist_name	playcount	normalised_pc
user_000002	03902941-c292-4044-87b9-b23d87d8cdbb	Modern Way	90218af4-4d58-4821-8d41-2ee295ebbe21	Kaiser Chiefs	30	0.011355034065102196
user_000002	046e4951-5daa-4bd0-8b6a-5b47b27583c9	Jacqueline	aa7a2827-f74b-473c-bd79-03d065835cf7	Franz Ferdinand	8	0.003028009084027252
user_000002	0474d9f4-991a-4b88-8f74-5fd1c83e1ee5	Stockholm Syndrome	9c9f1380-2516-4fc9-a3e6-f9f61941d090	Muse	3	0.0011355034065102195
user_000002	067265e0-200c-428a-9cbe-2210951b7724	Fake Tales Of San Francisco	ada7a83c-e3e1-40f1-93f9-3e73dbc9298a	Arctic Monkeys	47	0.017789553368660106
user_000002	07689d4c-540d-4518-9a41-52931b7f061f	Neighborhood #3 (Power Out)	52074ba6-e495-4ef3-9bb4-0703888a9f68	Arcade Fire	15	0.005677517032551098
user_000002	084a24a9-b289-4584-9fb5-1ca0f7500eb3	Californication	8bfac288-ccc5-448d-9573-c33ea2aa5c30	Red Hot Chili Peppers	17	0.006434519303557911
user_000002	0a9540f3-d506-497e-8f5a-24d24f8664f8	The Dark Of The Matinée	aa7a2827-f74b-473c-bd79-03d065835cf7	Franz Ferdinand	7	0.0026495079485238456
user_000002	0b953455-ef5f-4b36-872b-0022aec503d4	Hurt	d43d12a1-2dc9-4257-a2fd-0a3bb1081b86	Johnny Cash	6	0.002271006813020439
user_000002	0ba72f0d-70ae-4655-94d9-c1069b5abcfb	Boulevard Of Broken Dreams	084308bd-1654-436f-ba03-df6697104e19	Green Day	1	0.0003785011355034065
user_000002	0c1eb2b0-78f0-4b2a-961e-96a925240245	Fidelity	fbb375f9-48bb-4635-824e-4120273b3ba7	Regina Spektor	76	0.028766086298258896
user_000002	0e6871fc-d16f-4cc8-86fc-c8d368f906d4	In The Waiting Line	c23b637b-97c6-41eb-8ef6-6c724efc80a8	Zero 7	42	0.015897047691143074
