user_id	track_id	track_name	artist_id	artist_name	playcount
user_000001	af40062e-09fd-4d8f-84f3-47d7cfe7f98c	Music	df765d93-621c-437f-99fe-fda9e135f89a	Cornelius	70
user_000001	672985dd-e599-4701-90c0-fe566db28349	Gum	df765d93-621c-437f-99fe-fda9e135f89a	Cornelius	63
user_000001	ead433ca-a4d6-462b-af46-afafe9b0f4ad	Child Song	7c158ea8-c0aa-410e-bdc1-20bba9759577	The Cinematic Orchestra	45
user_000001	213837d4-0582-49f0-9e45-977f92918323	Hibari	a7f7df4a-77d8-4f12-8acd-5c60c93f4de8	坂本龍一	42
user_000001	919b8a05-e1eb-4402-a2a8-7cc40fcede7c	To Build A Home	7c158ea8-c0aa-410e-bdc1-20bba9759577	The Cinematic Orchestra	41
user_000001	e8db4e5c-0637-4b5f-841b-9a9449c85997	Flite	7c158ea8-c0aa-410e-bdc1-20bba9759577	The Cinematic Orchestra	41
user_000001	afee5ea6-4363-4432-b700-eddbe2289c75	All That You Give	7c158ea8-c0aa-410e-bdc1-20bba9759577	The Cinematic Orchestra	38
user_000001	76ccedbc-ce16-4c2b-8c05-fe2749c219a9	Reckoner	a74b1b7f-71a5-4011-9441-d0b5e4122711	Radiohead	37
user_000001	475d4e50-cebb-4cd0-8cd4-c3df97987962	Tibetan Dance (Version)	a7f7df4a-77d8-4f12-8acd-5c60c93f4de8	坂本龍一	37
user_000001	fa9357ad-90d7-4b35-9b10-f8ad7a79ee64	Beautiful Burnout	ba2f4f3b-0293-4bc8-bb94-2f73b5207343	Underworld	33
user_000001	34b0af49-52b5-4fd8-ad61-1cd3173f8e2f	Clap & Whistle & Walking	df765d93-621c-437f-99fe-fda9e135f89a	Cornelius	33
user_000001	fafb03a7-f67a-467f-af51-d262f2aab353	Boy, Boy, Boy	ba2f4f3b-0293-4bc8-bb94-2f73b5207343	Underworld	32
user_000001	da3797ed-3989-45bc-94b7-d2226c778c40	Everything Is Alright	7d99d976-c247-4756-a250-f3de5c190866	Rasmus Faber	31
user_000001	f59bfff4-1784-4ef6-84e5-75da053ba39a	Familiar Ground	7c158ea8-c0aa-410e-bdc1-20bba9759577	The Cinematic Orchestra	31
user_000001	bf3552f0-c1a6-4cce-abf7-1c63e17334f1	Glam Bucket	ba2f4f3b-0293-4bc8-bb94-2f73b5207343	Underworld	31
user_000001	a4a085aa-6dbc-450f-bef7-e1fa3e72e0dc	Hwit	a7f7df4a-77d8-4f12-8acd-5c60c93f4de8	坂本龍一	31
user_000001	d0003ea9-bc8a-44c0-aaea-c7ede3a29328	Breezin'	df765d93-621c-437f-99fe-fda9e135f89a	Cornelius	30
user_000001	72722a8b-c17d-417f-888d-938f25009318	Parc	ba2f4f3b-0293-4bc8-bb94-2f73b5207343	Underworld	30
user_000001	46e14027-bee2-4b8a-a239-2f724a55d3f9	Wataridori	df765d93-621c-437f-99fe-fda9e135f89a	Cornelius	30
user_000001	0b5c0212-0736-447d-951d-99038ff4e526	Hitchhiker'S Choice	56a70482-5528-4bef-8da2-a33cf098ce9b	Minilogue	30
user_000001	4ea16024-911e-4546-ab3c-8a4e0e56e0a2	Loud	56a70482-5528-4bef-8da2-a33cf098ce9b	Minilogue	29
user_000001	340d9a0b-9a43-4098-b116-9f79811bd508	Crocodile (Innervisions Orchestra Mix)	ba2f4f3b-0293-4bc8-bb94-2f73b5207343	Underworld	29
user_000001	2c5fd4aa-e404-478d-a209-d189231f023e	Toner	df765d93-621c-437f-99fe-fda9e135f89a	Cornelius	28
user_000001	8fb3c24d-2ff0-4990-99df-1f83917719b8	Faxed Invitation	ba2f4f3b-0293-4bc8-bb94-2f73b5207343	Underworld	27
user_000001	f7c1f8f8-b935-45ed-8fc8-7def69d92a10	The Last Emperor (Theme)	a7f7df4a-77d8-4f12-8acd-5c60c93f4de8	坂本龍一	27
user_000001	f37348f8-e19e-4189-9ffd-61ceb71f4ff4	Beep It	df765d93-621c-437f-99fe-fda9e135f89a	Cornelius	27
user_000001	91d38638-b359-4a36-ac14-36678ed9943c	Out Of My Addiction Of Love (Feat. Miho Hatori & Peggy Honeywell)	440cb8ef-cee3-4711-8408-b1bd6e93f390	Towa Tei	27
user_000001	3981b60d-3aa2-4726-a689-bb2000dbf7ae	Takeshita Street	7e54d133-2525-4bc0-ae94-65584145a386	Plaid	27
user_000001	6b05a529-19e0-4939-b11a-bd828b2e06e2	Y.O.R. (Feat. Mademoiselle Yulia & Verbal)	440cb8ef-cee3-4711-8408-b1bd6e93f390	Towa Tei	27
user_000001	cb65edad-16e0-4f92-828b-1aab9b206fed	Ring Road	ba2f4f3b-0293-4bc8-bb94-2f73b5207343	Underworld	27
user_000001	20a5a368-3f4d-433b-897c-aa58590de72e	Lyricist (Feat. Meg)	440cb8ef-cee3-4711-8408-b1bd6e93f390	Towa Tei	27
user_000001	26040931-6cf0-4a03-b8a3-96477c390288	A.O.R. (Feat. Lina Ohta)	440cb8ef-cee3-4711-8408-b1bd6e93f390	Towa Tei	27
user_000001	fafd2ace-1cd6-4bd1-8da6-46eb052ca9a4	Twinkle Twinkle Little Star (Feat. Mitsuko Koike)	440cb8ef-cee3-4711-8408-b1bd6e93f390	Towa Tei	27
user_000001	c414ef7f-b7e5-4c3b-a112-2cb91883b6db	Ch. Galaxy	440cb8ef-cee3-4711-8408-b1bd6e93f390	Towa Tei	26
user_000001	fbcf45aa-bed6-4f7e-9f85-40d9715d413a	Multiply	0daf1c34-212a-442f-905d-c44f2adcc020	Jamie Lidell	26
user_000001	7c9a252c-011a-4417-9bc9-4cf003cbe36e	Good Morning Cockerel	ba2f4f3b-0293-4bc8-bb94-2f73b5207343	Underworld	26
