Predicted	Actual
0.0025569723277265328	0.0046391752577319605
0.0019329896907216496	0.004510309278350515
0.001766925284302259	0.003994845360824742
0.0035223367697594502	0.003994845360824742
0.0025569723277265328	0.003865979381443299
0.0035223367697594502	0.003865979381443299
0.003221649484536083	0.0034793814432989693
0.001766925284302259	0.0034793814432989693
0.001766925284302259	0.0032216494845360823
0.003737113402061856	0.003092783505154639
0.002846766635426429	0.003092783505154639
0.001766925284302259	0.002963917525773196
0.001766925284302259	0.002963917525773196
0.001766925284302259	0.0028350515463917525
0.001766925284302259	0.0028350515463917525
0.0025569723277265328	0.0027061855670103088
0.001766925284302259	0.0027061855670103088
0.001766925284302259	0.0027061855670103088
0.001766925284302259	0.002448453608247423
0.001766925284302259	0.002448453608247423
0.0046391752577319605	0.002448453608247423
0.003737113402061856	0.002448453608247423
0.002846766635426429	0.002448453608247423
0.003737113402061856	0.002448453608247423
0.001766925284302259	0.0023195876288659802
0.001766925284302259	0.002190721649484536
0.0025569723277265328	0.002190721649484536
0.001766925284302259	0.002190721649484536
0.002846766635426429	0.002190721649484536
0.001766925284302259	0.002190721649484536
0.0042096219931271476	0.002190721649484536
0.001766925284302259	0.002190721649484536
0.001766925284302259	0.002061855670103093
0.0025569723277265328	0.002061855670103093
0.001766925284302259	0.002061855670103093
0.002846766635426429	0.002061855670103093
0.001766925284302259	0.002061855670103093
0.001766925284302259	0.002061855670103093
0.001766925284302259	0.002061855670103093
0.001766925284302259	0.002061855670103093
0.001766925284302259	0.002061855670103093
0.001766925284302259	0.0019329896907216496
0.001766925284302259	0.0019329896907216496
0.001766925284302259	0.0019329896907216496
0.002846766635426429	0.0019329896907216496
0.001766925284302259	0.0019329896907216496
0.001766925284302259	0.0019329896907216496
0.001766925284302259	0.0019329896907216496
0.001766925284302259	0.0018041237113402067
0.001766925284302259	0.0018041237113402067
0.001766925284302259	0.0018041237113402067
0.001766925284302259	0.0018041237113402067
0.001766925284302259	0.0018041237113402067
0.0046391752577319605	0.0018041237113402067
0.001766925284302259	0.0018041237113402067
0.0025569723277265328	0.0018041237113402067
0.001766925284302259	0.0016752577319587628
0.001766925284302259	0.0016752577319587628
0.001766925284302259	0.0016752577319587628
0.001766925284302259	0.0016752577319587628
0.001766925284302259	0.0016752577319587628
0.001766925284302259	0.0016752577319587628
0.001766925284302259	0.0015463917525773195
0.001766925284302259	0.0015463917525773195
0.001766925284302259	0.0015463917525773195
0.001766925284302259	0.0015463917525773195
0.001766925284302259	0.0015463917525773195
0.001766925284302259	0.0015463917525773195
0.001766925284302259	0.0015463917525773195
0.001766925284302259	0.0015463917525773195
0.0021262886597938143	0.0015463917525773195
0.001766925284302259	0.0015463917525773195
0.001766925284302259	0.0015463917525773195
0.001766925284302259	0.0014175257731958762
0.001766925284302259	0.0014175257731958762
0.001766925284302259	0.0014175257731958762
0.001766925284302259	0.0014175257731958762
0.001766925284302259	0.0014175257731958762
0.001766925284302259	0.0014175257731958762
0.001766925284302259	0.0014175257731958762
0.001766925284302259	0.0014175257731958762
0.0025569723277265328	0.0014175257731958762
0.001766925284302259	0.0014175257731958762
0.001766925284302259	0.0014175257731958762
0.001766925284302259	0.0014175257731958762
0.001766925284302259	0.001288659793814433
0.001766925284302259	0.001288659793814433
0.001766925284302259	0.001288659793814433
0.001766925284302259	0.001288659793814433
0.001766925284302259	0.001288659793814433
0.001766925284302259	0.001288659793814433
0.001766925284302259	0.001288659793814433
0.001766925284302259	0.001288659793814433
0.001766925284302259	0.001288659793814433
0.001766925284302259	0.001288659793814433
0.001766925284302259	0.001288659793814433
0.001766925284302259	0.001288659793814433
0.001766925284302259	0.001288659793814433
0.001766925284302259	0.001288659793814433
0.001766925284302259	0.001288659793814433
0.001766925284302259	0.001288659793814433
0.001766925284302259	0.0011597938144329895
0.001766925284302259	0.0011597938144329895
0.001766925284302259	0.0011597938144329895
0.001766925284302259	0.0011597938144329895
0.001766925284302259	0.0011597938144329895
0.001766925284302259	0.0011597938144329895
0.001766925284302259	0.0011597938144329895
0.001766925284302259	0.0011597938144329895
0.001766925284302259	0.0011597938144329895
0.001766925284302259	0.0011597938144329895
0.001766925284302259	0.0011597938144329895
0.001766925284302259	0.0011597938144329895
0.001766925284302259	0.0011597938144329895
0.0026693667157584684	0.0011597938144329895
0.001766925284302259	0.0011597938144329895
0.001766925284302259	0.0011597938144329895
0.001766925284302259	0.0010309278350515462
0.001766925284302259	0.0010309278350515462
0.001766925284302259	0.0010309278350515462
0.001766925284302259	0.0010309278350515462
