Predicted	Actual
0.004174203422846807	0.00626130513427021
0.004174203422846807	0.005704744677890636
0.004174203422846807	0.0043133435369417
0.0029915124530402117	0.004035063308751913
0.0033393627382774455	0.0037567830805621256
0.0033393627382774455	0.0037567830805621256
0.003930708223180744	0.0037567830805621256
0.0013218310839014887	0.003617642966467233
0.004556838736607764	0.003617642966467233
0.0014261861694726589	0.003617642966467233
0.0033393627382774455	0.003617642966467233
0.004556838736607764	0.003478502852372339
0.004556838736607764	0.003478502852372339
0.0020871017114234033	0.003478502852372339
0.0028523723389453177	0.003200222624182552
0.0033393627382774455	0.003200222624182552
0.0023653819396131904	0.003200222624182552
0.003930708223180744	0.002921942395992765
0.0023653819396131904	0.002921942395992765
0.0018088214832336163	0.002782802281897871
0.002921942395992765	0.002782802281897871
0.0028523723389453177	0.002643662167802977
0.001808821483233616	0.002643662167802977
0.001774036454709893	0.002504522053708084
0.004174203422846807	0.002504522053708084
0.00215667176847085	0.002504522053708084
0.0026088771392792543	0.002365381939613191
0.001356616112425212	0.002365381939613191
0.001808821483233616	0.002365381939613191
0.0017044663976624463	0.002226241825518297
0.001600111312091276	0.0020871017114234033
0.001878391540281063	0.0020871017114234033
0.0014957562265201056	0.0020871017114234033
0.001356616112425212	0.0020871017114234033
0.001600111312091276	0.0020871017114234033
0.0023653819396131904	0.0019479615973285094
0.002400166968136914	0.0019479615973285094
0.0017044663976624463	0.0019479615973285094
0.0021914567969945737	0.0018088214832336165
0.002330596911089467	0.0016696813691387227
0.0014957562265201058	0.0016696813691387227
0.0014261861694726589	0.0016696813691387227
0.001808821483233616	0.0016696813691387227
0.0013914011409489355	0.0016696813691387227
0.002921942395992765	0.0016696813691387227
0.0018088214832336163	0.0015305412550438292
0.0014957562265201056	0.0015305412550438292
0.001774036454709893	0.0015305412550438292
0.001808821483233616	0.0015305412550438292
0.002226241825518297	0.0015305412550438292
0.001600111312091276	0.0015305412550438292
0.0013914011409489357	0.0015305412550438292
0.0013914011409489353	0.0015305412550438292
0.002330596911089467	0.0013914011409489355
0.0021914567969945737	0.0013914011409489355
0.0017392514261861693	0.0013914011409489355
0.0013914011409489355	0.0013914011409489355
0.0011826909698065952	0.0013914011409489355
0.0016696813691387223	0.0013914011409489355
0.0013914011409489353	0.0013914011409489355
0.001878391540281063	0.0013914011409489355
0.001182690969806595	0.0013914011409489355
0.0013218310839014887	0.0013914011409489355
0.0013218310839014887	0.0013914011409489355
0.001356616112425212	0.0013914011409489355
0.002434951996660637	0.001252261026854042
0.0014261861694726589	0.001252261026854042
0.001808821483233616	0.001252261026854042
0.001808821483233616	0.001252261026854042
0.0013914011409489353	0.001252261026854042
0.001426186169472659	0.001252261026854042
0.0013218310839014887	0.001252261026854042
0.0013914011409489355	0.001252261026854042
0.0029915124530402117	0.001252261026854042
0.0013914011409489355	0.001252261026854042
0.0011826909698065952	0.0011131209127591484
0.0013218310839014887	0.0011131209127591484
0.0013914011409489355	0.0011131209127591484
0.002330596911089467	0.0011131209127591484
0.00215667176847085	0.0011131209127591484
0.0012522610268540417	0.0011131209127591484
0.0014261861694726589	0.0011131209127591484
0.0013914011409489357	0.0011131209127591484
0.0015305412550438292	0.0011131209127591484
0.001878391540281063	0.0011131209127591484
0.0013914011409489355	0.0011131209127591484
0.0012174759983303186	0.0011131209127591484
0.0016348963406149991	0.0009739807986642547
0.001182690969806595	0.0009739807986642547
0.0014261861694726589	0.0009739807986642547
